X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,Y
3000,17,0.430273375,0,121.35,kOT,67,0,kS,kM,150,kF,282.03,432.03,2500,kP,1,k0,k3,3000,3000,727,k72,k10,kD,351.37,14.69,67,kO,kF,k3,0
26000,1,0.305283904,2,122.37,kOT,34,17573.98,kC,kM,668,kF,400.84,1068.84,3500,kS,1,k0,k5,26000,8426.02,1105,k76,k10,kD,3.71,14.69,34,kO,kN,k3,1
3000,4,0.4023959,0,202.55,kOT,30,0,kC,kM,320,kM,503.36,823.36,5000,kS,1,k0,k3,3000,3000,933,k22,k10,kD,1008.62,14.69,29,kO,kA,k3,0
3000,4,0.491375546,0,225.05,kOT,24,92.58,kS,kM,142,kM,458,600,8000,kU,1,k0,k3,3000,2907.42,1477,k08,k10,kD,5.1,14.69,24,kO,kF,k3,0
88612,14,0.437775,2,175.11,kOT,53,1777,kC,kM,513,kF,400,913,5000,kU,3,k0,k1,88612,86835,1109,k09,k10,kD,44.09,14.69,55,kR,kN,k3,0
58687,4,0.201135857,0,180.62,kOT,52,700,kC,kM,188,kM,898,1086,2000,kP,2,k0,k9,58687,57987,362,k65,k17,kD,28.46,14.69,53,kO,kN,k3,0
6743,15,0.386841155,1,214.31,kOT,37,0,kC,kM,310,kF,554,864,7000,kS,1,k0,k1,6743,6743,1269,k10,k10,kD,7.67,14.3,37,kO,kS,k3,0
24519,10,0.288899917,1,349.28,kOT,40,3084,kC,kM,613,kF,1209,1822,10000,kU,1,k0,k8,24519,21435,1103,k110,k17,kD,99.7,14.69,39,kO,kF,k3,0
26990,12,0.49711379,1,224.77,kOT,33,0,kS,kM,225,kF,452.15,677.15,8000,kS,1,k0,k3,26990,26990,1469,k28,k10,kD,81.82,14.69,32,kO,kF,k3,0
4000,3,0.419274611,0,161.84,kTF,27,0,kS,kM,210,kF,386,596,4000,kU,1,k0,k3,4000,4000,920,k23,k10,kD,360.5,14.69,26,kO,kF,k4,0
5000,1,0.345026738,0,129.04,kOT,25,0,kS,kM,170,kM,374,544,3000,kU,1,k0,k2,5000,5000,870,k23,k10,kD,51.18,14.69,25,kO,kF,k3,0
2500,1,0.419212329,0,122.41,kOT,24,382,kS,kM,308,kF,292,600,2500,kS,1,k0,k8,2500,2118,746,k94,k17,kD,2.6,14.69,23,kO,kF,k3,0
170063,5,0.435077399,1,421.59,kTF,34,14156,kC,kM,830,kF,969,1799,15000,kU,3,k0,k1,170063,155907,1470,k82,k10,kD,40.28,14.69,35,kR,kN,k4,0
5000,-1,0.433701997,1,282.34,kOT,31,0,kD,kM,350,kF,651,1001,10000,kU,2,k0,k5,5000,5000,1481,k18,k10,kD,110.94,14.69,33,kR,kF,k3,0
5000,8,0.4429653,0,280.84,kOT,60,2906.71,kC,kM,511,kM,634,1145,10000,kP,2,k0,k2,5000,2093.29,1468,k22,k10,kD,78.08,14.69,59,kO,kA,k3,0
229280,1,0.270155039,1,243.95,kOT,26,5728,kS,kM,360,kF,903,1263,5000,kU,2,k0,k2,229280,223552,739,k29,k10,kD,752.64,14.69,26,kO,kF,k3,0
22227,1,0.266330275,0,174.18,kTF,23,1353,kS,kM,246,kM,654,900,5000,kP,2,k0,k8,22227,20874,1097,k22,k17,kD,5.1,14.69,25,kO,kF,k4,0
12500,0,2.351445333,0,1102.24,kOT,56,1111,kC,kB,387,kF,468.75,480,1000,kS,10,k0,k1,12500,11389,268,k107,k10,kD,87.16,13.5,58,kO,kF,k3,0
13274,4,0.448644689,0,122.48,kOT,25,0,kS,kM,170,kF,273,443,2500,kS,1,k0,k9,13274,13274,747,k23,k17,kD,16.26,14.69,25,kO,kF,k3,0
33862.37,13,0.474969475,2,175.05,kOT,42,249.1,kC,kM,386,kM,368.55,754.55,5000,kS,1,k0,k3,33862.37,33613.27,1113,k22,k10,kD,29.94,14.69,42,kO,kN,k3,0
74982.48,4,0.242294247,0,280.71,kOT,32,23966.37,kC,kM,1565.45,kM,1158.55,2724,10000,kU,3,k0,k3,74982.48,51016.11,1467,k23,k10,kD,68.22,14.69,32,kR,kN,k3,0
17248,10,0.499597315,0,297.76,kOT,62,5856,kC,kM,406,kM,596,1002,10000,kS,1,k0,k9,17248,11392,1332,k26,k17,kD,229.33,14.69,62,kR,kF,k3,0
59100,15,0.375340977,2,372.89,kOT,39,4191.69,kC,kM,658,kF,993.47,1651.47,12000,kU,1,k0,k3,59100,54908.31,1290,k29,k10,kD,727.76,14.69,39,kR,kN,k3,0
17625,6,0.426556522,1,245.27,kOT,36,2990,kC,kM,287,kF,575,862,5000,kP,3,k0,k9,17625,14635,751,k68,k17,kD,5.12,14.69,37,kR,kF,k3,0
154564,19,0.350461347,3,281.07,kTF,49,19662,kC,kM,2468,kF,802,3270,10000,kS,2,k0,k7,154564,134902,1470,k23,k17,kD,36.13,14.69,49,kO,kN,k4,0
4000,1,0.446214286,0,124.94,kOT,22,0,kS,kM,120,kM,280,400,2000,kS,3,k0,k3,4000,4000,543,k76,k10,kD,35.3,14.69,24,kO,kF,k3,0
147387.79,12,0.495857301,2,281.88,kOT,41,31552.29,kC,kM,986,kF,568.47,1554.47,10000,kS,5,k0,k3,147387.79,115835.5,1477,k29,k10,kD,7526.25,14.69,42,kO,kN,k3,0
16915,2,0.3932287,1,350.76,kTF,31,745,kC,kM,551,kM,892,1443,10000,kU,2,k0,k8,16915,16170,1113,k111,k17,kD,2030.34,14.69,31,kO,kA,k4,0
5000,1,0.231517647,2,196.79,kOT,29,0,kC,kM,250,kM,850,1100,7000,kP,4,k0,k3,5000,5000,1473,k22,k17,kD,24.25,14.69,30,kR,kF,k3,0
40932.72,0,0.405581395,0,418.56,kOT,31,9503.66,kS,kM,490,kM,1032,1522,15000,kU,5,k0,k3,40932.72,31429.06,1453,k01,k10,kI,17.56,14.69,32,kR,kF,k3,0
5000,4,0.454200161,2,174.59,kOT,52,3414.83,kD,kM,323.25,kF,384.39,707.64,5000,kU,3,k0,k2,5000,1585.17,1102,k29,k10,kD,5.7,14.69,51,kR,kF,k3,0
5000,3,0.419048983,0,146.29,kOT,45,837.08,kS,kM,374.35,kF,349.1,723.45,3000,kS,2,k0,k7,5000,4162.92,736,k59,k17,kD,2.11,14.69,46,kO,kA,k3,0
118532,14,0.25116453,0,235.09,kOT,54,0,kC,kM,330,kF,936,1266,2600,kS,4,k0,k1,118532,118532,372,k32,k10,kD,1178.82,14.69,55,kR,kN,k3,0
7000,0,0.507096774,1,157.2,kOT,21,2260.83,kS,kM,170,kM,310,480,4500,kP,2,k0,k5,7000,4739.17,1103,k02,k10,kD,77.88,14.69,23,kO,kF,k3,0
4800,4,0.545957447,0,102.64,kOT,31,1909.72,kS,kM,330,kF,188,518,2100,kU,4,k0,k2,4800,2890.28,741,k29,k10,kD,2.1,14.69,33,kO,kF,k3,0
24400,2,0.344258824,2,146.31,kOT,37,1590.04,kC,kM,380,kM,425,805,3000,kP,2,k0,k3,24400,22809.96,738,k22,k10,kD,273.68,14.69,36,kO,kN,k3,0
24530.21,3,14.52134783,2,3339.91,kOT,36,10759.08,kC,kB,270,kF,230,500,3000,kU,3,k0,k2,24530.21,13771.13,297,k03,k10,kD,5,13.5,36,kO,kF,k3,0
91979,8,1.64830303,0,543.94,kOT,54,10875,kC,kM,558,kM,330,888,20000,kS,5,k0,k1,91979,81104,1467,k26,k10,kD,5.72,13,55,kO,kN,k3,0
60352.5,12,0.378758477,2,363.04,kOT,39,20711,kC,kM,370,kM,958.5,1328.5,13000,kP,4,k0,k1,60352.5,39641.5,1472,k85,k10,kI,7.11,14.3,41,kR,kN,k3,0
5000,2,0.425749129,1,122.19,kOT,22,1036,kS,kM,240,kF,287,527,2500,kP,2,k0,k9,5000,3964,741,k22,k17,kD,1.82,14.69,23,kO,kF,k3,0
111972,1,0.4625,0,281.2,kTF,24,23339,kC,kM,369,kM,608,977,10000,kU,3,k0,k1,111972,88633,1471,k15,k10,kD,7.9,14.69,26,kO,kF,k4,0
26141,8,0.276687117,2,225.5,kTF,35,5119.16,kC,kM,285,kF,815,1100,8000,kS,4,k0,k2,26141,21021.84,1477,k60,k10,kD,5.1,14.69,37,kR,kN,k4,0
12834.41,18,0.449135269,2,145.43,kOT,38,2383.44,kC,kM,378,kM,323.8,701.8,3000,kP,1,k0,k5,12834.41,10450.97,723,k02,k10,kD,1.69,14.69,38,kO,kN,k3,0
100000,11,0.121340861,0,171.94,kTF,36,0,kS,kM,260,kF,1417,1677,6100,kU,2,k0,k1,100000,100000,1477,k80,k10,kD,3082,14.69,37,kO,kF,k4,0
166780.11,9,0.432869053,2,349.94,kTF,37,13112.23,kC,kM,1243.81,kF,808.42,2052.23,10000,kS,4,k0,k2,166780.11,153667.88,1107,k29,k10,kD,5.14,14.69,38,kR,kN,k4,0
50692.25,22,0.366453534,0,418.38,kOT,52,12303.23,kC,kM,220,kM,1141.7,1361.7,15000,kU,4,k0,k3,50692.25,38389.02,1452,k29,k10,kD,150.2,14.69,52,kR,kN,k3,0
3000,4,0.268725038,0,174.94,kTF,24,0,kS,kM,210,kM,651,861,5000,kU,2,k0,k1,3000,3000,1107,k28,k10,kD,177.27,14.69,24,kO,kF,k4,0
40606,7,0.295619048,2,279.36,kOT,42,6417,kC,kM,293,kM,945,1238,10000,kS,4,k0,k9,40606,34189,1473,k80,k17,kD,505.44,14.3,43,kO,kN,k3,0
11384,3,0.27234375,0,122.01,kOT,23,7452,kS,kM,180,kF,448,628,3000,kP,2,k0,k8,11384,3932,933,k76,k17,kD,339.34,14.69,24,kO,kF,k3,0
45250,22,0.52,2,281.32,kOT,49,16201,kC,kM,1096,kM,541,1637,10000,kU,2,k0,k1,45250,29049,1472,k118,k10,kD,251.09,14.69,51,kO,kN,k3,0
15914,-1,0.271054581,0,175.6,kTF,25,2534.11,kS,kM,150,kM,647.84,797.84,5000,kU,2,k0,k3,15914,13379.89,1116,k29,k10,kD,494.65,14.69,27,kO,kF,k4,0
80031.73,24,0.379430052,3,146.46,kOT,44,1446.49,kC,kM,702,kM,386,1088,3000,kS,1,k0,k2,80031.73,78585.24,741,k42,k10,kD,3.11,14.69,44,kO,kA,k3,0
45988.47,14,0.451908714,2,217.82,kOT,46,168.43,kC,kM,358,kM,482,840,8000,kS,1,k0,k2,45988.47,45820.04,1470,k110,k10,kD,0.5,13,46,kO,kN,k3,0
20013.61,10,0.256510285,2,253.15,kTF,38,3145.46,kC,kM,460,kM,986.9,1446.9,9000,kS,2,k0,k3,20013.61,16868.15,1472,k29,k10,kD,222.94,14.69,37,kR,kF,k4,0
6000,4,0.987923784,1,751.81,kOT,34,0,kS,kS,340,kF,761,1101,700,kU,4,k0,k1,6000,6000,194,k23,k10,kD,7.49,13.5,36,kO,kF,k3,0
5000,5,0.331057047,1,197.31,kTF,24,3070,kC,kM,510,kM,596,1106,7000,kS,1,k0,k9,5000,1930,1477,k101,k17,kD,17.09,14.69,24,kO,kF,k4,0
35010,9,67.95562474,3,21607.85,kOT,49,8170.09,kC,kS,1682.03,kM,317.97,2000,20000,kU,3,k0,k7,35010,26839.91,262,k23,k17,kD,182.07,13.5,51,kO,kF,k3,0
14166,2,0.498247012,0,125.06,kOT,21,3715,kS,kM,323,kM,251,574,2000,kP,1,k0,k9,14166,10451,547,k122,k17,kD,0.36,14.69,21,kO,kF,k3,0
5000,5,0.48352672,0,238.78,kOT,37,3797.08,kS,kM,256.17,kM,493.83,750,8500,kS,2,k0,k2,5000,1202.92,1469,k22,k10,kD,8.59,14.69,37,kR,kF,k3,0
29369,20,0.480116732,1,246.78,kOT,39,15852,kC,kM,927,kM,514,1441,8000,kS,1,k0,k1,29369,13517,1288,k21,k10,kD,12.76,14.3,38,kO,kN,k3,0
15000,-2,0.570680451,2,336.73,kTF,31,952.53,kC,kM,347,kM,590.05,937.05,12000,kS,2,k0,k9,15000,14047.47,1466,k122,k17,kD,1566.99,14.69,33,kO,kF,k4,0
16048,5,0.470574074,2,254.11,kOT,38,0,kC,kM,230,kM,540,770,9000,kP,3,k0,k9,16048,16048,1481,k22,k17,kD,1953.69,14.69,38,kO,kF,k3,0
5000,4,0.351469489,0,282.23,kOT,24,4740,kS,kM,697,kF,803,1500,10000,kU,2,k0,k9,5000,260,1572,k80,k17,kD,5.13,14.69,24,kR,kF,k3,0
57118,5,0.531103448,0,308.04,kOT,34,25519.41,kS,kM,956,kM,580,1536,11000,kS,1,k0,k2,57118,31598.59,1461,k17,k10,kD,132.8,14.69,33,kO,kN,k3,0
111021.78,0,0.33028169,0,281.4,kTF,61,1559.08,kV,kM,422,kF,852,1274,10000,kS,1,k0,k6,111021.78,109462.7,1473,k26,k10,kD,694,14.69,63,kO,kN,k4,0
3000,1,0.198047568,0,280.37,kTF,25,0,kS,kM,250,kF,1415.67,1665.67,10000,kU,1,k0,k2,3000,3000,1464,k23,k10,kD,1.11,14.69,24,kO,kF,k4,0
10900,5,0.315568369,0,191.55,kOT,28,7330,kC,kM,437,kM,607,1044,5500,kU,1,k0,k6,10900,3570,1096,k118,k10,kD,73.91,14.69,28,kR,kS,k3,0
33000.77,5,0.493297297,0,182.52,kOT,23,2600,kS,kM,130,kF,370,500,6500,kS,1,k0,k6,33000.77,30400.77,1468,k22,k10,kD,36.7,14.69,23,kR,kF,k3,0
65548,6,0.370948617,2,281.55,kTF,33,8631,kC,kM,816,kM,759,1575,10000,kU,1,k0,k6,65548,56917,1474,k94,k10,kD,5.1,14.69,33,kR,kN,k4,0
2000,8,0.37447757,0,53.76,kOT,33,0,kS,kM,196,kF,143.56,339.56,500,kP,1,k0,k6,2000,2000,312,k72,k10,kD,1.6,14.69,33,kO,kF,k3,0
33038,4,0.31852123,1,217.55,kOT,29,0,kC,kM,270,kM,683,953,8000,kS,1,k0,k8,33038,33038,1473,k68,k17,kD,3.61,14.69,31,kO,kN,k3,0
123573,-1,0.144078073,2,173.47,kOT,40,25477,kC,kM,1646,kM,1204,2850,5000,kS,1,k0,k2,123573,98096,1178,k85,k10,kI,5.1,14.69,42,kO,kN,k3,0
59466,25,0.416940133,0,564.12,kTF,53,0,kC,kM,240,kM,1353,1593,20000,kU,1,k0,k6,59466,59466,1479,k08,k10,kD,5707.4,14.69,53,kO,kN,k4,0
99485.35,4,0.640552207,1,523.85,kOT,49,21681.84,kC,kM,886.53,kM,817.81,1704.34,19000,kU,1,k0,k7,99485.35,77803.51,1469,k26,k17,kD,32.91,13.69,50,kO,kN,k3,0
115335.52,17,0.346430448,2,191.24,kOT,40,38371.04,kC,kM,1331.79,kM,552.03,1883.82,6200,kS,1,k0,k3,115335.52,76964.48,1278,k74,k10,kD,7.15,14.69,40,kO,kN,k3,0
16000,3,0.361725032,0,278.89,kOT,34,0,kS,kM,530,kF,771,1301,8000,kU,1,k0,k1,16000,16000,1109,k17,k10,kD,663.01,14.3,36,kR,kF,k3,0
5000,3,0.501814985,1,308.28,kTF,30,562.58,kD,kM,221.03,kF,614.33,835.36,11000,kU,1,k0,k7,5000,4437.42,1463,k23,k17,kD,22.51,14.69,30,kO,kF,k4,0
77988,10,0.272889306,0,145.45,kOT,61,3741,kC,kM,461,kM,533,994,3000,kP,1,k0,k9,77988,74247,722,k26,k17,kD,56.83,14.69,60,kO,kN,k3,0
20026,1,0.471274131,0,244.12,kOT,41,13237,kS,kM,604,kM,518,1122,5000,kU,1,k0,k8,20026,6789,739,k29,k17,kD,16.16,14.69,41,kO,kF,k3,0
5000,1,0.761225597,1,140.37,kOT,26,0,kC,kM,366,kM,184.4,550.4,4000,kS,2,k0,k5,5000,5000,1114,k118,k10,kD,140.76,14.69,27,kR,kF,k3,0
189547.76,3,0.489894737,0,139.62,kOT,59,0,kV,kM,165,kM,285,450,4000,kS,1,k0,k2,189547.76,189547.76,1101,k70,k10,kD,682.24,14.69,59,kO,kN,k3,0
32945.55,0,0.390198832,2,211.16,kTF,42,0,kD,kM,331.73,kM,541.16,872.89,7500,kU,1,k0,k3,32945.55,32945.55,1474,k29,k10,kD,162.94,14.69,44,kO,kF,k4,0
4000,7,0.21892944,0,89.98,kOT,51,0,kC,kM,310,kF,411,721,1000,kP,1,k0,k1,4000,4000,358,k10,k10,kD,31.61,14.3,52,kO,kF,k3,0
9306.39,2,0.478196078,0,121.94,kTF,24,5132.73,kS,kM,325,kM,255,580,3000,kS,1,k0,k5,9306.39,4173.66,931,k117,k10,kD,1.84,14.69,25,kO,kF,k4,0
15090,3,0.388732511,3,281.73,kOT,33,5017.69,kC,kM,745.14,kM,724.74,1469.88,10000,kS,2,k0,k7,15090,10072.31,1476,k13,k17,kD,3.6,14.69,32,kO,kF,k3,0
5000,9,0.516078431,0,157.92,kOT,51,321,kS,kM,200,kM,306,506,4500,kS,1,k0,k6,5000,4679,1115,k26,k10,kD,5220.71,14.69,51,kO,kF,k3,0
27813.06,4,0.453802313,0,496.85,kOT,37,6959.97,kS,kM,327.2,kF,1094.86,1422.06,18000,kU,1,k0,k2,27813.06,20853.09,1472,k29,k10,kD,18.6,13.69,37,kR,kF,k3,0
59354,12,0.555618375,0,157.24,kOT,50,7230,kC,kM,687,kF,283,970,4500,kP,2,k0,k8,59354,52124,1104,k72,k17,kD,3.6,14.69,51,kO,kN,k3,0
3000,2,0.246126205,0,280.83,kTF,28,0,kS,kM,260,kF,1141,1401,10000,kU,2,k0,k1,3000,3000,1468,k20,k17,kD,6464.73,14.69,30,kR,kF,k4,0
5000,0,0.45423676,1,145.81,kOT,31,0,kS,kM,280,kM,321,601,3000,kS,1,k0,k1,5000,5000,737,k117,k10,kD,3,14.3,33,kO,kF,k3,0
104882.55,3,0.501544163,1,365.4,kTF,31,26905.94,kC,kM,385,kM,728.55,1113.55,13000,kU,1,k0,k3,104882.55,77976.61,1470,k22,k10,kD,5.27,14.69,31,kR,kF,k4,0
14652,4,0.752592936,1,486.89,kOT,29,5943.19,kC,kM,756,kF,646.95,1402.95,10000,kU,1,k0,k5,14652,8708.81,734,k76,k10,kD,414.61,14.69,30,kR,kF,k3,0
5000,15,0.499323843,1,280.62,kOT,36,315,kD,kM,215,kF,562,777,10000,kS,1,k0,k1,5000,4685,1466,k29,k10,kD,80.26,14.69,36,kO,kF,k3,0
27488.51,18,0.117664737,1,90.05,kOT,37,316,kS,kM,352,kM,765.31,1117.31,1000,kS,1,k0,k4,27488.51,27172.51,368,k67,k10,kI,461.52,13.69,39,kO,kF,k3,0
82209,2,0.54878125,0,175.61,kOT,68,3049,kV,kM,240,kF,320,560,5000,kS,1,k0,k9,82209,79160,1116,k26,k17,kD,5.1,14.69,69,kO,kN,k3,0
25000,4,8.695795918,0,2130.47,kOT,70,10232.55,kV,kS,555,kF,245,800,2000,kS,1,k0,k2,25000,14767.45,171,k26,k10,kD,3678.98,13.5,70,kO,kF,k3,0
4000,0,0.442545455,0,146.04,kOT,28,1251,kS,kM,384,kM,330,714,3000,kS,1,k0,k8,4000,2749,732,k23,k17,kD,10.07,14.69,28,kO,kF,k3,0
5000,3,0.393495042,0,279.35,kTF,31,0,kS,kM,180,kM,709.92,889.92,10000,kS,1,k0,k2,5000,5000,1456,k23,k10,kD,20.48,14.69,31,kO,kF,k4,0
3000,1,0.431761905,0,90.67,kOT,29,0,kS,kM,290,kF,210,500,1000,kS,1,k0,k6,3000,3000,372,k96,k10,kD,1.57,14.69,29,kO,kA,k3,0
5000,1,0.315699504,0,173.6,kOT,28,4000,kS,kM,630,kM,549.89,1179.89,5000,kU,1,k0,k6,5000,1000,1181,k23,k10,kD,1.11,14.69,27,kO,kF,k3,1
3800,1,0.323362372,0,125.83,kOT,26,455.37,kS,kM,150,kF,389.13,539.13,2000,kS,1,k0,k3,3800,3344.63,563,k118,k10,kD,5.11,14.69,27,kO,kF,k3,0
13700,0,0.314694534,1,195.74,kTF,28,3372,kS,kM,553,kF,622,1175,4000,kS,1,k0,k6,13700,10328,744,k85,k10,kI,1.11,14.69,29,kO,kF,k4,1
30284,3,0.27225,0,87.12,kOT,45,0,kS,kM,180,kM,320,500,500,kS,1,k0,k4,30284,30284,189,k129,k10,kD,35.53,13.69,46,kO,kN,k3,0
17603,7,0.489492868,0,308.87,kOT,31,2897,kS,kM,160,kM,631,791,10000,kU,1,k0,k1,17603,14706,1282,k29,k10,kD,9.84,14.69,31,kR,kN,k3,0
51253,7,0.356420433,1,139.2,kOT,28,13929,kC,kM,662,kM,390.55,1052.55,4000,kS,1,k0,k3,51253,37324,1097,k21,k10,kD,0.11,14.69,30,kR,kN,k3,0
75836.78,4,0.321443851,0,563.52,kTF,32,3949.96,kC,kM,668.29,kM,1753.09,2421.38,20000,kS,1,k0,k7,75836.78,71886.82,1476,k04,k17,kD,17.11,14.69,34,kO,kN,k4,0
5000,3,0.487318436,0,174.46,kOT,20,2634.49,kC,kM,517,kM,358,875,5000,kS,1,k0,k3,5000,2365.51,1100,k127,k10,kD,6.9,14.69,19,kO,kF,k3,0
14899,2,0.346072102,1,174.23,kOT,31,0,kS,kM,220,kF,503.45,723.45,5000,kU,1,k0,k3,14899,14899,1097,k29,k10,kD,5.1,14.69,31,kO,kF,k3,0
46668,15,0.503235955,0,223.94,kOT,53,5074,kC,kM,369,kM,445,814,8000,kS,1,k0,k9,46668,41594,1460,k80,k17,kD,122.64,14.69,53,kR,kF,k3,0
79902,10,0.278594059,1,281.38,kOT,32,4122,kC,kM,738,kF,1010,1748,10000,kU,1,k0,k8,79902,75780,1473,k23,k17,kD,29.45,14.69,32,kO,kN,k3,0
3000,0,0.474285714,1,112.88,kOT,25,463.22,kS,kM,411,kM,238,649,1800,kS,1,k0,k2,3000,2536.78,553,k133,k10,kD,1.33,14.69,25,kO,kF,k3,0
147752,-1,0.284758842,1,177.12,kOT,29,6144,kC,kM,530,kF,622,1152,6500,kS,1,k0,k1,147752,141608,1472,k23,k10,kD,161.67,13,30,kO,kF,k3,0
120860.11,3,0.660399374,2,843.33,kOT,37,17081.05,kC,kM,2013,kM,1277,3290,10000,kS,1,k0,k2,120860.11,103779.06,406,k80,k10,kD,130.89,14.69,38,kR,kN,k3,0
3000,1,0.875594406,1,125.21,kOT,29,0,kD,kM,273,kF,143,416,2000,kS,1,k0,k2,3000,3000,550,k42,k10,kD,5.1,14.69,30,kO,kF,k3,0
3000,4,0.471484716,0,107.97,kOT,28,958,kS,kM,230,kF,229,459,3100,kS,1,k0,k8,3000,2042,1096,k76,k17,kD,6.17,14.69,28,kO,kF,k3,0
18012.59,8,0.47520904,1,420.56,kOT,34,2941.74,kC,kM,349,kM,885,1234,15000,kU,1,k0,k2,18012.59,15070.85,1464,k29,k10,kD,60.08,14.69,34,kR,kS,k3,0
58922.43,3,0.363591837,0,356.32,kOT,63,1948.86,kC,kM,388,kM,980,1368,13000,kU,1,k0,k2,58922.43,56973.57,1454,k26,k10,kD,1088.4,13.69,63,kO,kN,k3,0
5000,3,0.315072464,0,173.92,kOT,35,0,kS,kM,180,kF,552,732,5000,kU,1,k0,k2,5000,5000,1096,k29,k10,kD,1.32,14.69,34,kO,kF,k3,0
12552,6,0.374366197,0,159.48,kOT,29,0,kS,kM,460,kM,426,886,4000,kU,2,k0,k1,12552,12552,914,k28,k10,kD,5.1,13.69,30,kO,kF,k3,0
108000,2,0.272477522,1,272.75,kOT,43,0,kC,kM,300,kM,1001,1301,10000,kU,1,k0,k1,108000,108000,1461,k23,k10,kD,488.01,13.69,44,kO,kN,k3,0
44288.32,13,0.252942471,1,137.97,kOT,51,10700,kS,kM,708,kM,545.46,1253.46,4000,kP,2,k0,k6,44288.32,33588.32,1101,k26,k10,kD,5.1,14.69,51,kO,kF,k3,0
3000,7,0.282718528,2,174.59,kOT,46,0,kC,kM,290,kM,617.54,907.54,5000,kP,1,k0,k3,3000,3000,1102,k02,k10,kD,8.75,14.69,46,kO,kF,k3,0
5000,6,0.163805706,1,138.94,kOT,40,2833,kD,kM,705,kM,848.2,1553.2,4000,kS,1,k0,k3,5000,2167,1089,k122,k10,kD,22.78,14.69,39,kO,kA,k3,0
6800,1,0.515584,1,241.68,kOT,30,3500,kC,kM,425,kF,468.75,500,5000,kT,1,k0,k1,6800,3300,740,k58,k10,kD,367.55,13.69,31,kO,kF,k3,0
27047.88,1,0.297236842,2,225.9,kOT,37,3705.15,kC,kM,640,kM,760,1400,8000,kS,1,k0,k3,27047.88,23342.73,1572,k02,k10,kD,10.52,14.69,36,kR,kF,k3,0
127838.45,0,0.30393401,0,105.38,kOT,64,1129.88,kC,kM,272.7,kM,346.72,619.42,1200,kU,1,k0,k2,127838.45,126708.57,356,k26,k10,kD,5.11,14.69,65,kO,kN,k3,0
24604,1,0.277930328,1,135.63,kOT,28,4553,kS,kM,235,kF,488,723,1500,kU,1,k0,k9,24604,20051,365,k29,k17,kD,215.65,14.69,30,kO,kF,k3,0
10786,2,0.257188905,0,90.96,kOT,56,0,kV,kM,240,kF,353.67,593.67,1000,kP,1,k0,k5,10786,10786,381,k72,k10,kD,38.38,14.69,56,kO,kN,k3,0
5000,7,0.374792054,2,153.2,kTF,30,2770.09,kC,kM,687.63,kF,408.76,1096.39,4400,kS,1,k0,k7,5000,2229.91,1095,k72,k17,kD,0.11,14.69,30,kO,kF,k4,0
80154.47,3,0.340867654,0,282.31,kOT,30,12403.78,kC,kM,1371.36,kF,828.21,2199.57,10000,kU,1,k0,k7,80154.47,67750.69,1481,k23,k17,kD,0.11,14.69,30,kO,kN,k3,0
17270,11,0.257765442,2,174.6,kOT,31,1699.53,kC,kM,522.64,kM,677.36,1200,5000,kS,2,k0,k5,17270,15570.47,1102,k41,k10,kD,507.41,14.69,33,kR,kF,k3,0
3000,3,0.286612655,0,124.88,kOT,22,0,kS,kM,160,kM,435.71,595.71,2000,kP,1,k0,k7,3000,3000,543,k76,k17,kD,7.03,14.69,21,kO,kF,k3,0
35615.1,7,1.520679803,0,1543.49,kOT,32,13926.57,kS,kM,205,kM,1015,1220,1500,kU,1,k0,k2,35615.1,21688.53,76,k15,k10,kD,9.27,13.5,32,kO,kF,k3,0
74708.94,8,0.324210526,2,252.56,kOT,55,5400,kC,kM,308,kM,779,1087,9000,kP,1,k0,k2,74708.94,69308.94,1466,k26,k10,kD,468.53,14.69,57,kO,kN,k3,0
153753.49,1,0.213529412,0,94.38,kOT,67,28026.4,kC,kM,1028,kF,442,1470,1500,kS,4,k0,k2,153753.49,125727.09,561,k26,k10,kD,5.61,14.69,69,kO,kN,k3,0
5000,16,0.458320896,1,122.83,kOT,36,664.48,kS,kM,314,kF,268,582,3500,kP,1,k0,k2,5000,4335.52,1114,k32,k10,kD,106.81,14.69,36,kO,kS,k3,0
46584,4,0.46039049,2,275.18,kOT,30,980.02,kS,kM,488.89,kF,597.71,1086.6,10000,kU,2,k0,k7,46584,45603.98,1464,k80,k17,kD,483.81,13.69,30,kO,kF,k3,0
3000,1,0.492282051,0,191.99,kTF,24,0,kS,kM,160,kM,390,550,5500,kS,1,k0,k9,3000,3000,1101,k118,k17,kD,49.67,14.69,24,kO,kF,k4,0
7024.95,3,3.368149351,0,1037.39,kOT,64,720.55,kC,kM,392,kF,308,700,1000,kP,2,k0,k5,7024.95,6304.4,98,k26,k10,kD,0,13.5,65,kO,kF,k3,0
2500,3,0.379,0,90.96,kOT,54,0,kV,kM,160,kF,240,400,1000,kP,1,k0,k9,2500,2500,381,k12,k17,kD,0.11,14.69,53,kO,kF,k3,0
5000,6,0.354787234,0,100.05,kOT,26,313,kS,kM,286,kM,282,568,1100,kS,2,k0,k9,5000,4687,381,k77,k17,kD,81.75,14.69,27,kO,kF,k3,0
