X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,Y
12842.72,13,0.40309589,1,294.26,kOT,48,3504.35,kC,kM,270,kF,730,1000,6000,kP,1,k0,k7,12842.72,9338.37,750,k72,k17,kD,5.11,14.69,49,kO,kN,k3,0
3000,6,0.261138889,0,94.01,kOT,33,0,kS,kM,120,kF,360,480,1500,kP,2,k0,k3,3000,3000,553,k72,k10,kD,189.88,14.69,35,kR,kS,k3,0
254140.83,8,0.291973214,2,327.01,kOT,35,5992.43,kC,kM,711,kF,1120,1831,12000,kU,1,k0,k2,254140.83,248148.4,1473,k09,k10,kD,717.45,13,34,kO,kN,k3,0
15000,3,0.405034803,0,174.57,kTF,28,0,kS,kM,185,kF,431,616,5000,kU,1,k0,k3,15000,15000,1102,k23,k10,kD,333.17,14.69,29,kO,kF,k4,0
5000,3,0.288052692,1,251.47,kTF,32,120.02,kC,kM,301,kM,873,1174,9000,kU,1,k0,k3,5000,4879.98,1456,k23,k10,kD,71.79,14.69,31,kO,kF,k4,0
4500,2,0.496473684,0,94.33,kOT,19,0,kS,kM,110,kM,190,300,1500,kP,1,k0,k4,4500,4500,560,k129,k10,kD,1.26,14.69,19,kO,kF,k3,0
38232,20,0.40048227,0,282.34,kTF,42,4830.05,kS,kM,570,kF,705,1275,10000,kU,1,k0,k3,38232,33401.95,1481,k23,k10,kD,1508.54,14.69,42,kO,kF,k4,0
18404,3,0.351195517,2,282.01,kOT,31,14263.17,kC,kM,964,kF,803,1767,10000,kU,2,k0,k2,18404,4140.83,1478,k15,k10,kD,5.94,14.69,30,kR,kN,k3,0
35185,29,0.502383073,0,225.57,kOT,59,2363,kD,kM,283,kF,449,732,8000,kS,1,k0,k6,35185,32822,1478,k114,k10,kD,357.64,14.69,58,kO,kN,k3,1
5000,5,0.131041667,1,125.8,kOT,22,0,kC,kM,240,kF,960,1200,2000,kS,1,k0,k2,5000,5000,564,k22,k10,kD,1.37,14.69,21,kO,kF,k3,0
138875,-1,0.298253968,2,281.85,kOT,40,6614,kD,kM,626,kF,945,1571,10000,kU,3,k0,k6,138875,132261,1477,k23,k10,kD,711.92,14.69,42,kO,kF,k3,0
47597,-1,0.287397709,0,351.2,kOT,30,790,kS,kM,723,kF,1222,1945,10000,kU,3,k0,k1,47597,46807,1116,k23,k10,kD,5.11,14.69,31,kR,kN,k3,0
3500,5,0.500028571,0,175.01,kOT,27,0,kS,kM,150,kM,350,500,5000,kS,1,k0,k9,3500,3500,1108,k07,k17,kD,21.68,14.69,26,kO,kF,k3,0
43841,8,0.279839357,1,139.36,kOT,48,0,kC,kM,430,kM,498,928,4000,kS,2,k0,k1,43841,43841,1097,k22,k10,kD,286.51,14.69,50,kR,kN,k3,0
13000,15,0.203271462,2,175.22,kOT,36,5100,kC,kM,491,kM,862,1353,5000,kS,1,k0,k6,13000,7900,1111,k28,k10,kD,0.11,14.69,34,kR,kF,k3,0
15080,2,0.37284,1,279.63,kOT,25,4200,kS,kM,420,kM,750,1170,10000,kP,2,k0,k9,15080,10880,1458,k85,k17,kI,5.1,14.69,25,kO,kF,k3,1
3000,3,0.477575758,0,126.08,kOT,25,993.91,kS,kM,251,kF,264,515,2000,kS,2,k0,k3,3000,2006.09,567,k12,k10,kD,12.14,14.69,25,kO,kF,k3,0
4000,1,0.244221599,0,174.13,kTF,32,0,kS,kM,160,kF,713,873,5000,kU,1,k0,k3,4000,4000,1096,k23,k17,kD,2138.68,14.69,32,kO,kF,k4,0
5901.24,1,0.477836066,0,145.74,kOT,28,1045.99,kS,kM,175,kF,305,480,3000,kU,1,k0,k2,5901.24,4855.25,728,k12,k10,kD,114.65,14.69,28,kR,kF,k3,1
21355,7,0.243650924,1,282.35,kOT,39,0,kC,kM,300,kF,1158.83,1458.83,10000,kP,2,k0,k3,21355,21355,1481,k10,k10,kD,6.1,14.69,39,kO,kN,k3,0
5000,1,0.325473071,2,279.5,kTF,30,3174.81,kC,kM,599.25,kF,858.75,1458,10000,kU,1,k0,k7,5000,1825.19,1457,k01,k17,kD,13.47,14.69,30,kO,kF,k4,0
2500,1,0.316851312,0,135.85,kOT,26,780.78,kS,kM,170,kF,428.75,598.75,1500,kU,1,k0,k3,2500,1719.22,370,k80,k10,kD,0.11,14.69,27,kO,kF,k3,0
36087.7,12,0.413490566,2,175.32,kOT,60,1420.87,kC,kM,250,kM,424,674,5000,kN,2,k0,k3,36087.7,34666.83,1112,k129,k10,kD,22.38,14.69,60,kR,kN,k3,0
5000,16,0.494440299,1,132.51,kOT,36,664.48,kS,kM,314,kF,268,582,1000,kP,4,k0,k2,5000,4335.52,246,k32,k10,kD,106.81,14.69,36,kR,kS,k3,0
18729,3,0.234242991,0,125.32,kOT,50,8583,kD,kM,190,kF,535,725,2000,kU,1,k0,k8,18729,10146,551,k94,k17,kD,5.1,14.69,50,kO,kF,k3,0
12522,8,0.357050633,0,282.07,kOT,32,0,kC,kM,260,kM,790,1050,10000,kP,1,k0,k8,12522,12522,1479,k02,k17,kD,529.75,14.69,32,kO,kF,k3,0
64623.37,0,0.282854261,0,560.9,kOT,64,0,kC,kM,300,kM,1983,2283,20000,kS,1,k0,k3,64623.37,64623.37,1465,k26,k10,kD,271.29,14.69,64,kO,kF,k3,0
122191,3,0.210488599,1,193.86,kOT,25,380,kC,kM,265,kM,921,1186,4000,kS,1,k0,k9,122191,121811,721,k70,k17,kD,291.71,14.69,26,kO,kN,k3,0
8697,-1,0.179566116,0,173.82,kOT,24,3909,kS,kM,240,kM,968,1208,5000,kU,1,k0,k8,8697,4788,1092,k24,k17,kD,9.35,14.69,25,kO,kF,k3,0
15500,3,0.460596421,0,231.68,kTF,23,5135,kS,kM,370,kM,503,873,5700,kS,1,k0,k1,15500,10365,931,k101,k10,kD,0.12,14.69,24,kR,kF,k4,0
5000,6,0.328793103,0,95.35,kOT,28,0,kS,kM,160,kM,290,450,2000,kU,3,k0,k2,5000,5000,721,k29,k10,kD,14.65,13,27,kO,kA,k3,0
12000,5,2.031653846,0,528.23,kOT,68,0,kV,kS,190,kM,260,450,500,kS,1,k0,k2,12000,12000,148,k26,k10,kD,1892.66,13.5,68,kO,kF,k3,0
5225,3,0.340849478,2,148.14,kOT,23,0,kS,kM,270,kF,434.62,704.62,2000,kS,1,k0,k3,5225,5225,469,k22,k10,kD,48.69,14.69,24,kO,kF,k3,0
89208.49,31,0.495542594,1,254.03,kOT,53,17529.28,kD,kM,914.26,kF,512.63,1426.89,9000,kU,6,k0,k2,89208.49,71679.21,1480,k99,k10,kD,7300.47,14.69,55,kR,kN,k3,0
6720,2,0.220584518,1,139.63,kOT,33,0,kS,kM,205,kM,633,838,4000,kP,3,k0,k8,6720,6720,1102,k23,k17,kD,349.29,14.69,34,kR,kF,k3,0
5000,2,0.216358025,0,175.25,kOT,27,3802.01,kS,kM,190,kF,810,1000,5000,kU,1,k0,k2,5000,1197.99,1111,k23,k10,kD,11.15,14.69,27,kO,kF,k3,0
5000,4,0.345950849,0,125.85,kOT,27,1282.64,kS,kM,233.93,kF,363.78,597.71,2000,kS,1,k0,k7,5000,3717.36,562,k23,k17,kD,8.56,14.69,28,kO,kF,k3,0
3000,2,0.495623206,1,139.85,kTF,36,0,kD,kM,170,kF,282.17,452.17,4000,kS,1,k0,k7,3000,3000,1105,k15,k17,kD,5.11,14.69,36,kO,kF,k4,0
10900,1,0.222360406,2,175.22,kOT,34,7104,kC,kM,843,kF,788,1631,5000,kU,1,k0,k6,10900,3796,1204,k23,k10,kD,0.81,14.69,34,kO,kF,k3,1
5000,0,0.288711656,0,94.12,kOT,22,0,kS,kM,190,kF,326,516,1500,kU,2,k0,k4,5000,5000,555,k29,k10,kD,9.61,14.69,23,kO,kF,k3,0
12589.61,10,8.202923077,0,2132.76,kOT,73,0,kS,kS,240,kF,260,500,2000,kP,1,k0,k7,12589.61,12589.61,174,k03,k17,kI,11.36,13.5,73,kO,kF,k3,0
3000,1,0.492525914,1,90.28,kOT,31,0,kS,kM,250,kF,183.3,433.3,1000,kS,1,k0,k7,3000,3000,362,k12,k17,kD,6.01,14.69,30,kO,kF,k3,1
3950,4,0.563527508,1,174.13,kTF,31,2054,kS,kM,295,kF,309,604,5000,kS,1,k0,k2,3950,1896,1096,k32,k10,kD,716.32,14.69,30,kO,kF,k4,0
14638.08,4,0.246044625,0,121.3,kOT,33,1578.98,kS,kM,258,kF,493,751,2500,kU,4,k0,k2,14638.08,13059.1,725,k110,k10,kD,1.49,14.69,34,kR,kF,k3,0
5000,1,0.293632869,0,122.21,kOT,22,932.96,kS,kM,210,kM,416.2,626.2,2500,kU,1,k0,k8,5000,4067.04,742,k23,k17,kD,270.86,14.69,24,kO,kF,k3,0
3500,4,0.390244444,1,175.61,kTF,27,946,kS,kM,350,kM,450,800,5000,kP,1,k0,k9,3500,2554,1116,k08,k17,kD,3.6,14.69,26,kO,kF,k4,0
78357,3,0.340978832,1,348.91,kOT,24,75800,kC,kM,1360,kF,1023.26,2383.26,12500,kS,2,k0,k6,78357,2557,1454,k80,k10,kD,14.19,14.69,24,kR,kN,k3,0
5000,2,0.470552632,0,178.81,kOT,39,4519,kS,kM,220,kF,380,600,4400,kP,2,k0,k8,5000,481,931,k15,k17,kD,1.58,14.69,39,kO,kF,k3,0
18000,1,0.342402344,0,175.31,kOT,31,8347,kS,kM,590,kF,512,1102,5000,kU,4,k0,k1,18000,9653,1112,k32,k10,kD,204.52,14.69,33,kR,kF,k3,0
103249.88,8,0.5949525,0,124,kOT,55,19384.51,kC,kM,595,kM,208.42,803.42,2000,kS,2,k0,k4,103249.88,83865.37,542,k26,k10,kD,211.86,13,55,kO,kN,k3,0
2500,1,0.4600989,0,107.93,kOT,24,869.61,kS,kM,233,kF,234.58,467.58,2200,kU,1,k0,k3,2500,1630.39,750,k23,k10,kD,5.1,14.69,24,kO,kF,k3,0
43569.88,8,0.500359428,1,278.42,kTF,55,3406.74,kS,kM,240,kF,556.44,796.44,10000,kU,3,k0,k7,43569.88,40163.14,1452,k23,k17,kD,22.15,14.69,55,kR,kN,k4,0
21543.4,20,0.49437613,0,273.39,kOT,41,0,kS,kM,160,kF,553,713,10000,kP,2,k0,k1,21543.4,21543.4,1481,k22,k10,kD,93.24,13,41,kO,kN,k3,0
68611,4,0.58952862,0,350.18,kOT,48,500,kS,kM,406,kF,594,1000,10000,kU,2,k0,k1,68611,68111,1109,k110,k10,kD,5.14,14.69,49,kR,kN,k3,0
45658,1,0.225312,0,281.64,kTF,29,1566,kS,kM,246,kM,1250,1496,10000,kU,1,k0,k9,45658,44092,1475,k23,k17,kD,6.74,14.69,28,kO,kN,k4,0
3000,0,0.49754048,0,145.65,kOT,27,0,kS,kM,135,kM,292.74,427.74,3000,kU,1,k0,k7,3000,3000,726,k131,k17,kD,806.61,14.69,27,kO,kF,k3,0
90003.87,0,4.147162107,0,3046.92,kOT,49,4369.04,kV,kB,240,kF,734.7,974.7,3000,kS,6,k0,k7,90003.87,85634.83,41,k122,k17,kD,132.15,13.5,51,kO,kN,k3,0
3000,2,0.379574468,0,124.88,kOT,25,0,kS,kM,188,kM,329,517,2000,kS,1,k0,k2,3000,3000,543,k12,k10,kD,58.93,14.69,24,kO,kF,k3,0
65680,-1,0.124124428,2,175.61,kOT,30,28045.16,kC,kM,597,kM,1414.79,2011.79,5000,kS,3,k0,k3,65680,37634.84,1116,k23,k17,kD,15.65,14.69,31,kO,kN,k3,0
17048,7,0.388978186,0,338.8,kTF,28,8766,kS,kM,220,kM,871,1091,12000,kS,2,k0,k8,17048,8282,1481,k68,k17,kD,20.59,14.69,29,kR,kF,k4,0
121370.65,4,0.440614982,1,276.27,kOT,53,12588,kC,kM,744,kM,627.01,1371.01,10000,kP,3,k0,k4,121370.65,108782.65,1474,k08,k10,kD,51.09,13.69,54,kO,kN,k3,0
5000,5,11.97114706,0,4070.19,kOT,29,0,kS,kB,160,kM,340,500,4000,kS,1,k0,k9,5000,5000,46,k122,k17,kD,348.62,13.5,28,kO,kF,k3,0
19505,-1,0.388041667,0,279.39,kOT,23,11748.47,kS,kM,2420,kM,720,3140,10000,kS,1,k0,k9,19505,6864.87,1456,k85,k17,kI,7.27,14.69,25,kR,kF,k3,1
4000,7,0.487525773,0,94.58,kOT,26,2100.4,kS,kM,336,kF,194,530,1500,kU,2,k0,k2,4000,1899.6,566,k110,k10,kD,5.12,14.69,27,kR,kF,k3,0
9836,17,0.205252052,1,175.08,kOT,42,1022,kC,kM,605,kM,853,1458,5000,kP,2,k0,k8,9836,8814,1202,k08,k17,kD,5.1,14.69,41,kR,kF,k3,0
232603.81,19,0.221282627,1,138.95,kOT,47,32688.71,kC,kM,1576.52,kF,627.93,2204.45,4000,kU,1,k0,k2,232603.81,199915.1,1090,k118,k10,kD,116.99,14.69,47,kO,kF,k3,0
5000,5,0.25018598,2,174.88,kOT,38,3550.21,kD,kM,215,kF,699,914,5000,kU,3,k0,k2,5000,1449.79,1106,k09,k10,kD,1.13,14.69,39,kO,kF,k3,0
12500,8,0.463333333,0,279.39,kTF,36,5340,kS,kM,470,kM,603,1073,10000,kU,1,k0,k1,12500,7160,1456,k22,k10,kD,125.75,14.69,36,kO,kF,k4,0
139574.41,7,0.489205955,0,197.15,kOT,30,21926.63,kS,kM,550,kF,403,953,7000,kU,2,k0,k2,139574.41,117647.78,1475,k23,k10,kD,1106.96,14.69,30,kO,kF,k3,0
3000,4,0.340567515,0,174.03,kOT,23,0,kS,kM,190,kM,511,701,5000,kP,1,k0,k8,3000,3000,1095,k19,k17,kD,0.11,14.69,23,kO,kF,k3,1
5000,3,0.45442953,0,338.55,kTF,29,4402.66,kS,kM,670,kM,745,1415,12000,kS,1,k0,k3,5000,597.34,1571,k110,k10,kD,5,14.69,29,kO,kF,k4,1
5000,4,0.1471997,2,196.07,kOT,34,0,kC,kM,285,kM,1332,1617,4000,kS,1,k0,k2,5000,5000,748,k15,k10,kD,1.07,14.69,34,kO,kF,k3,0
3000,1,0.419124424,0,90.95,kTF,23,0,kS,kM,150,kF,217,367,1000,kS,1,k0,k6,3000,3000,379,k23,k10,kD,0.11,14.69,22,kO,kF,k4,1
24840,1,0.461025025,0,253.49,kOT,29,951.3,kS,kM,248,kF,549.84,797.84,9000,kU,1,k0,k3,24840,23888.7,1475,k23,k10,kD,81.95,14.69,29,kO,kF,k3,0
24173.95,0,0.504329324,0,239.39,kTF,56,1195,kC,kM,350,kM,474.67,824.67,8500,kU,1,k0,k1,24173.95,22978.95,1475,k29,k10,kD,46.31,14.69,56,kO,kN,k4,0
71875,1,0.187990581,2,239.5,kTF,36,11151,kD,kM,426,kM,1274,1700,8500,kS,4,k0,k3,71875,60724,1476,k55,k17,kI,25.14,14.69,37,kO,kN,k4,0
12000,13,0.23560854,1,156.92,kOT,36,5600.64,kS,kM,215,kM,666.02,881.02,4500,kS,5,k0,k5,12000,6399.36,1099,k28,k10,kD,4.14,14.69,37,kO,kF,k3,0
107990.28,14,0.165315188,3,309.27,kOT,33,20727.98,kC,kM,1585.4,kM,1870.79,3456.19,11000,kU,2,k0,k7,107990.28,87262.3,1471,k28,k17,kD,388.86,14.69,33,kR,kN,k3,0
35184.7,3,0.486318681,2,265.53,kOT,28,5398.25,kC,kM,376,kF,546,922,9500,kS,4,k0,k2,35184.7,29786.45,1457,k12,k10,kD,110.26,14.69,27,kR,kN,k3,0
5000,1,0.459142091,0,171.26,kOT,26,485,kS,kM,224,kF,373,597,3500,kS,1,k0,k9,5000,4515,746,k110,k17,kD,1.19,14.69,25,kO,kF,k3,0
36962,5,0.449585327,1,281.89,kOT,42,3351,kC,kM,175,kM,627,802,10000,kP,1,k0,k9,36962,33611,1477,k12,k17,kD,27.24,14.69,41,kR,kS,k3,0
5000,1,0.19766129,1,122.55,kOT,34,0,kC,kM,393,kM,620,1013,3500,kS,1,k0,k8,5000,5000,1109,k03,k17,kD,1.01,14.69,35,kO,kF,k3,0
18941,9,0.2469,2,320.97,kOT,30,17787.77,kC,kM,435,kM,1300,1735,10000,kS,3,k0,k2,18941,1153.23,1219,k08,k10,kD,5.1,14.69,31,kR,kF,k3,0
4000,0,0.369684211,0,175.6,kTF,25,315.21,kS,kM,237,kM,475,712,5000,kS,1,k0,k3,4000,3684.79,1116,k118,k10,kD,8.72,14.69,25,kO,kF,k4,0
103069.99,19,0.380771246,0,225.23,kTF,59,260.57,kD,kM,200,kF,591.51,791.51,8000,kU,1,k0,k3,103069.99,102809.42,1474,k29,k10,kD,1423.46,14.69,58,kO,kN,k4,0
89510.19,37,0.34578492,0,279.74,kOT,60,6260,kC,kM,790,kF,809,1599,10000,kU,2,k0,k1,89510.19,83250.19,1459,k29,k10,kD,1220.36,14.69,60,kR,kN,k3,0
7166.65,8,0.42459375,1,271.74,kOT,41,0,kC,kM,260,kM,640,900,10000,kS,1,k0,k1,7166.65,7166.65,1465,k08,k10,kD,163.07,13,41,kO,kN,k3,0
10460,4,0.434041667,0,208.34,kTF,20,0,kS,kM,120,kM,480,600,6000,kP,2,k0,k4,10460,10460,1089,k08,k10,kD,32.79,14.69,19,kO,kN,k4,0
15600,5,0.127129736,1,110.73,kOT,40,809,kC,kM,330,kM,871,1201,1500,kS,3,k0,k6,15600,14791,461,k08,k10,kD,5492.19,14.69,41,kO,kF,k3,0
7600,3,0.394345992,3,280.38,kTF,40,6544,kC,kM,689,kM,711,1400,10000,kP,2,k0,k6,7600,1056,1558,k08,k10,kD,5.1,14.69,39,kR,kF,k4,0
5000,2,0.396685737,1,100.54,kOT,44,2750.53,kD,kM,470,kM,253.45,723.45,1600,kU,2,k0,k5,5000,2249.47,560,k29,k10,kD,11.21,14.69,43,kR,kF,k3,0
36024.92,-1,0.204105263,0,174.51,kOT,57,1767.52,kC,kM,395,kM,855,1250,5000,kP,1,k0,k9,36024.92,34257.4,1106,k02,k10,kD,102.84,14.69,59,kO,kN,k3,0
78022.91,5,0.319125542,1,246.7,kOT,45,5159.14,kC,kM,340,kM,773.05,1113.05,8800,kP,1,k0,k3,78022.91,72863.77,1464,k02,k10,kD,380.41,14.69,47,kO,kN,k3,0
3000,3,0.397585421,1,174.54,kOT,28,0,kS,kM,210,kF,439,649,5000,kU,1,k0,k2,3000,3000,1104,k23,k10,kD,195.13,14.69,27,kO,kF,k3,0
29457,3,0.331028508,2,210.17,kOT,56,24800,kC,kM,1060,kF,634.9,1694.9,6000,kS,2,k0,k2,29457,4657,1111,k26,k10,kD,5.11,14.69,56,kO,kF,k3,0
10673.08,3,0.49625222,0,279.39,kOT,29,0,kS,kM,180,kM,563,743,10000,kS,2,k0,k2,10673.08,10673.08,1456,k19,k10,kD,8775.64,14.69,29,kO,kF,k3,0
3000,0,0.34937037,0,94.33,kOT,21,0,kS,kM,210,kF,270,480,1500,kS,2,k0,k4,3000,3000,560,k42,k10,kD,5.1,14.69,22,kO,kF,k3,0
27980,4,0.470840336,2,224.12,kOT,31,7818.57,kC,kM,255,kF,476,731,7000,kP,1,k0,k5,27980,20161.43,1304,k22,k10,kD,3.5,14.69,33,kO,kN,k3,0
150043.69,13,0.331718323,2,139.67,kOT,42,12300,kC,kM,869,kM,421.05,1290.05,4000,kS,2,k0,k2,150043.69,137743.69,1102,k28,k10,kD,5.05,14.69,43,kO,kN,k3,0
3000,1,0.44589172,0,140.01,kOT,23,241,kS,kM,258,kF,314,572,4000,kS,1,k0,k8,3000,2759,1108,k22,k17,kD,5.49,14.69,23,kO,kF,k3,1
5000,2,0.458263158,0,174.14,kOT,24,3999,kS,kM,270,kM,380,650,5000,kS,3,k0,k1,5000,1001,1096,k12,k10,kD,7.6,14.69,25,kR,kF,k3,0
132655.32,2,0.183174013,1,418.69,kOT,49,47495.69,kC,kM,3511.99,kM,2285.75,5797.74,15000,kU,1,k0,k7,132655.32,85159.63,1454,k21,k17,kD,397.71,14.69,49,kR,kN,k3,0
5000,4,0.491069081,1,280.15,kTF,28,816.74,kC,kM,379.71,kM,570.49,950.2,8000,kS,1,k0,k7,5000,4183.26,1109,k126,k17,kD,2.5,14.69,28,kO,kS,k4,0
86600,11,0.389797616,2,562.4,kOT,38,5640.1,kC,kM,290,kF,1442.8,1732.8,20000,kS,2,k0,k3,86600,80959.9,1471,k29,k10,kD,984.27,14.69,40,kO,kF,k3,0
4000,2,0.430595238,0,180.85,kOT,24,0,kS,kM,180,kM,420,600,2000,kS,2,k0,k2,4000,4000,365,k55,k10,kD,5.1,14.69,24,kO,kF,k3,0
2000,0,0.47986711,0,144.44,kOT,24,0,kS,kM,220,kM,301,521,2300,kP,1,k0,k8,2000,2000,557,k122,k17,kD,217.74,14.69,26,kO,kF,k3,0
2000,-1,0.299744201,0,104.29,kOT,25,988.07,kS,kM,362.54,kM,347.93,710.47,600,kS,2,k0,k7,2000,1011.93,176,k116,k17,kD,114.89,14.69,27,kO,kF,k3,0
11508,-2,0.552173913,1,279.4,kOT,33,5327,kC,kM,714,kM,506,1220,10000,kP,4,k0,k9,11508,6181,1456,k02,k17,kD,23.69,14.69,34,kR,kN,k3,0
5000,1,0.236821994,1,254.11,kTF,28,4000,kS,kM,777,kF,1073,1850,9000,kU,1,k0,k6,5000,1000,1575,k110,k10,kD,36.67,14.69,28,kO,kF,k4,0
14681,5,0.20695858,0,174.88,kOT,29,3757,kS,kM,490,kM,845,1335,5000,kU,1,k0,k9,14681,10924,1199,k21,k17,kD,5.11,14.69,28,kO,kF,k3,0
4000,3,0.458516129,2,142.14,kOT,27,800,kS,kM,240,kF,310,550,3500,kP,1,k0,k3,4000,3200,929,k12,k10,kD,0.12,14.69,27,kO,kF,k3,1
32289.34,29,0.483752485,0,223.9,kOT,69,0,kC,kM,200,kM,462.84,662.84,8000,kP,1,k0,k5,32289.34,32289.34,1460,k26,k10,kD,61.32,14.69,69,kO,kN,k3,0
4000,3,0.110943695,1,139.9,kOT,37,602.51,kC,kM,527,kM,1261,1788,4000,kU,1,k0,k3,4000,3397.49,1106,k01,k10,kD,175.99,14.69,36,kO,kF,k3,0
3000,1,0.475924528,0,126.12,kOT,34,0,kD,kM,220,kF,265,485,2000,kS,1,k0,k8,3000,3000,567,k68,k17,kD,9.42,14.69,33,kO,kF,k3,0
326304,3,0.192401264,1,121.79,kOT,53,1800,kC,kM,240,kM,633,873,3000,kP,1,k0,k9,326304,324504,928,k08,k17,kD,55.54,14.69,54,kO,kN,k3,0
11045,4,0.721264706,1,245.23,kOT,32,4346,kC,kM,568,kM,340,908,5000,kS,2,k0,k8,11045,6699,750,k22,k17,kD,5.1,14.69,33,kO,kF,k3,0
17127.02,3,0.34938,1,174.69,kOT,43,15217.22,kD,kM,972,kF,500,1472,5000,kU,1,k0,k2,17127.02,1909.8,1103,k32,k10,kD,1.16,14.69,42,kO,kF,k3,1
44000,3,0.490934498,1,281.06,kOT,33,12846.42,kC,kM,823,kM,572.5,1395.5,10000,kS,1,k0,k3,44000,31153.58,1470,k18,k10,kD,5.17,14.69,33,kO,kN,k3,0
3000,1,0.491308725,0,146.41,kOT,34,462,kS,kM,219,kF,298,517,3000,kS,1,k0,k8,3000,2538,738,k23,k17,kI,0.61,14.69,34,kO,kF,k3,0
74436.32,10,0.507397421,0,517.52,kOT,29,1601.02,kS,kM,280.22,kM,1019.95,1300.17,18400,kU,1,k0,k7,74436.32,72835.3,1472,k80,k10,kD,1102.76,14.69,29,kO,kF,k3,0
5000,0,0.389133333,0,175.11,kOT,22,0,kS,kM,120,kM,450,570,5000,kS,2,k0,k3,5000,5000,1109,k08,k10,kD,11.94,14.69,24,kO,kF,k3,0
21000,1,3.313195266,3,559.93,kOT,31,0,kC,kA,332,kF,169,501,500,kU,1,k0,k2,21000,21000,319,k110,k10,kD,8.23,13.5,31,kO,kF,k3,0
65158.87,6,0.455328142,0,409.34,kOT,40,5820,kS,kM,620,kM,899,1519,15000,kU,1,k0,k1,65158.87,59338.87,1476,k09,k10,kD,5.15,13,40,kO,kN,k3,0
3000,1,0.426056782,2,135.06,kOT,27,0,kS,kM,170,kF,317,487,1500,kS,2,k0,k9,3000,3000,359,k68,k17,kD,0.01,14.69,27,kO,kF,k3,0
3500,1,0.572066667,1,171.62,kOT,30,170,kC,kM,300,kM,300,600,3500,kP,2,k0,k1,3500,3330,749,k22,k10,kD,5.11,14.69,29,kO,kS,k3,0
34587,3,0.392685851,0,327.5,kOT,31,2547,kS,kM,265,kM,834,1099,3600,kU,2,k0,k8,34587,32040,380,k23,k17,kD,12.18,14.69,31,kR,kF,k3,0
6500,6,0.269685714,1,94.39,kOT,22,182.93,kS,kM,130,kM,350,480,1500,kP,1,k0,k3,6500,6317.07,561,k02,k10,kD,5.1,14.69,24,kO,kF,k3,0
4000,5,0.352924528,1,112.23,kOT,27,516.44,kS,kM,200,kF,318,518,1800,kS,2,k0,k1,4000,3483.56,546,k22,k10,kD,3.44,14.3,28,kO,kA,k3,0
32990,2,0.20789645,1,702.69,kOT,34,3098.23,kC,kM,1145,kF,3380,4525,25000,kU,1,k0,k3,32990,29891.77,1470,k01,k10,kD,35.34,14.69,33,kO,kA,k3,0
79659,11,0.313716338,0,174.74,kOT,46,20449,kC,kM,1777,kM,557,2334,5000,kS,2,k0,k9,79659,59210,1104,k80,k17,kD,674.57,14.69,48,kO,kN,k3,0
112798.11,29,0.356036446,1,156.3,kOT,54,16766.18,kC,kM,1155,kM,439,1594,2500,kP,2,k0,k2,112798.11,96031.93,545,k02,k10,kD,5.1,14.69,54,kO,kN,k3,0
5000,5,0.389264634,0,280.29,kTF,26,0,kS,kM,245,kM,720.05,965.05,10000,kS,1,k0,k6,5000,5000,1556,k118,k10,kD,3.79,14.69,25,kO,kF,k4,1
32045.02,20,0.336204323,1,225.23,kOT,43,4306.17,kC,kM,200,kF,669.92,869.92,8000,kP,3,k0,k3,32045.02,27738.85,1474,k72,k10,kD,438.6,14.69,45,kO,kN,k3,0
5000,1,0.49962963,0,175.37,kOT,20,4464.11,kS,kM,399,kM,351,750,5000,kP,2,k0,k2,5000,535.89,1113,k08,k10,kD,5.49,14.69,22,kO,kF,k3,0
5000,1,0.208145966,1,281.89,kOT,38,0,kD,kM,380,kF,1354.29,1734.29,10000,kU,1,k0,k7,5000,5000,1479,k01,k17,kD,0.11,14.69,38,kO,kF,k3,0
24460,9,0.507313253,0,421.07,kOT,33,2110,kS,kM,320,kF,830,1150,15000,kU,2,k0,k1,24460,22350,1467,k23,k10,kD,18.69,14.69,32,kR,kN,k3,0
16351,23,0.458645333,0,214.99,kOT,55,6931,kC,kM,430,kM,468.75,482,4500,kS,2,k0,k4,16351,9420,747,k83,k10,kD,5.37,13.69,55,kR,kN,k3,0
29247.52,5,0.391987936,2,280.73,kOT,34,5605.85,kC,kM,799.32,kM,716.17,1515.49,10000,kS,1,k0,k3,29247.52,23641.67,1469,k29,k10,kD,392.04,14.69,36,kR,kS,k3,0
10205,1,0.334138756,0,139.67,kOT,29,207.75,kS,kM,190,kF,418,608,4000,kU,4,k0,k5,10205,9997.25,1102,k23,k10,kD,4942.87,14.69,31,kO,kF,k3,0
5000,6,0.484861878,1,175.52,kTF,25,0,kD,kM,240,kF,362,602,5000,kU,1,k0,k1,5000,5000,1114,k09,k10,kD,158.23,14.69,25,kO,kF,k4,0
67402.5,9,0.290645968,1,146.41,kOT,45,34697.86,kC,kM,340,kM,503.74,843.74,3000,kS,1,k0,k7,67402.5,32704.64,738,k23,k17,kD,11.26,14.69,47,kO,kN,k3,0
16970,6,0.441805338,2,562.86,kOT,42,13914.87,kC,kM,470,kM,1274,1744,20000,kU,4,k0,k2,16970,3055.13,1473,k111,k10,kD,61.26,14.69,43,kR,kF,k3,0
